partition_id,k,labels,groups,total_resource_units,total_shortage_units,inventory_feasible,workload_cv,required_TUAV_A,required_TUAV_B,required_TUAV_C,required_TBAT_A,required_TBAT_B,required_TBAT_C,required_RUAV,required_REC,shortage_TUAV_A,shortage_TUAV_B,shortage_TUAV_C,shortage_TBAT_A,shortage_TBAT_B,shortage_TBAT_C,shortage_RUAV,shortage_REC,redundancy_TUAV_A,redundancy_TUAV_B,redundancy_TUAV_C,redundancy_TBAT_A,redundancy_TBAT_B,redundancy_TBAT_C,redundancy_RUAV,redundancy_REC
Q4_K3_038,3,"[0, 1, 0, 2, 0, 2]","[[""S001"", ""S004"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S006"", ""S011""]]",39,12,False,0.6339162604309622,7,5,3,7,6,5,3,3,3,3,1,1,2,1,1,0,3,3,1,1,2,1,1,0
Q4_K3_041,3,"[0, 1, 0, 2, 1, 2]","[[""S001"", ""S004""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S006"", ""S011""]]",33,5,False,0.9311090796987657,5,3,3,6,4,5,3,4,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1
Q4_K3_044,3,"[0, 1, 0, 2, 2, 2]","[[""S001"", ""S004""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S006"", ""S010"", ""S011"", ""S012"", ""S014""]]",40,12,False,0.5922880193112001,7,4,3,7,6,5,4,4,3,2,1,1,2,1,2,0,3,2,1,1,2,1,2,1
Q4_K3_051,3,"[0, 1, 1, 1, 1, 2]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S011""]]",31,4,False,1.2507574847476095,4,3,3,6,5,5,2,3,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
Q4_K3_054,3,"[0, 1, 1, 1, 2, 2]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S010"", ""S011"", ""S012"", ""S014""]]",38,10,False,0.9103888591055986,6,4,3,7,6,5,3,4,2,2,1,1,2,1,1,0,2,2,1,1,2,1,1,1
Q4_K3_058,3,"[0, 1, 1, 2, 1, 0]","[[""S001"", ""S011""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S006""]]",33,6,False,1.1061524016935707,5,4,3,6,5,5,2,3,1,2,1,0,1,1,0,0,1,2,1,0,1,1,0,0
Q4_K3_060,3,"[0, 1, 1, 2, 1, 2]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S006"", ""S011""]]",31,4,False,1.1068060079377853,5,3,3,6,4,5,2,3,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0
Q4_K3_063,3,"[0, 1, 1, 2, 2, 2]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S006"", ""S010"", ""S011"", ""S012"", ""S014""]]",39,11,False,0.7907491984104297,7,4,3,7,6,5,3,4,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,1
Q4_K3_069,3,"[0, 1, 2, 0, 1, 2]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004"", ""S011""]]",37,9,False,0.9293269170679918,5,4,4,6,5,6,3,4,1,2,2,0,1,2,1,0,1,2,2,0,1,2,1,1
Q4_K3_070,3,"[0, 1, 2, 0, 2, 0]","[[""S001"", ""S006"", ""S011""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S010"", ""S012"", ""S014""]]",41,14,False,0.5892602776249781,7,5,4,7,6,6,3,3,3,3,2,1,2,2,1,0,3,3,2,1,2,2,1,0
Q4_K3_076,3,"[0, 1, 2, 1, 1, 0]","[[""S001"", ""S011""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004""]]",35,7,False,1.072956281986376,4,3,4,6,5,6,3,4,0,1,2,0,1,2,1,0,0,1,2,0,1,2,1,1
Q4_K3_077,3,"[0, 1, 2, 1, 1, 1]","[[""S001""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004""]]",33,5,False,1.1180303407421577,4,2,4,6,4,6,3,4,0,0,2,0,0,2,1,0,0,0,2,0,0,2,1,1
Q4_K3_079,3,"[0, 1, 2, 1, 2, 0]","[[""S001"", ""S011""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S010"", ""S012"", ""S014""]]",40,13,False,0.7494983051291129,6,5,4,7,6,6,3,3,2,3,2,1,2,2,1,0,2,3,2,1,2,2,1,0
Q4_K3_080,3,"[0, 1, 2, 1, 2, 1]","[[""S001""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S004"", ""S010"", ""S012"", ""S014""]]",38,11,False,0.7996567128951547,6,4,4,7,5,6,3,3,2,2,2,1,1,2,1,0,2,2,2,1,1,2,1,0
Q4_K3_081,3,"[0, 1, 2, 1, 2, 2]","[[""S001""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S010"", ""S011"", ""S012"", ""S014""]]",39,12,False,0.7656499499636191,6,4,4,7,6,6,3,3,2,2,2,1,2,2,1,0,2,2,2,1,2,2,1,0
Q4_K3_084,3,"[0, 1, 2, 2, 0, 2]","[[""S001"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S006"", ""S011""]]",43,15,False,0.5784006316392464,7,5,4,7,6,6,4,4,3,3,2,1,2,2,2,0,3,3,2,1,2,2,2,1
Q4_K3_090,3,"[0, 1, 2, 2, 2, 2]","[[""S001""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S006"", ""S010"", ""S011"", ""S012"", ""S014""]]",40,13,False,0.6713084322027927,7,4,4,7,6,6,3,3,3,2,2,1,2,2,1,0,3,2,2,1,2,2,1,0
